id;ANTIGUEDAD;SALDO_TOTAL;SALDO_RESUMEN;CANT_TARJETAS;EDAD;ESTADO_CIVIL;SEXO;CUENTA_BASICA;INGRESOS_NETOS;MAXIMA_MORA;ENDEUDAMIENTO;SIT_MAYOR1;SEGMENTO;SITUACION;DIRTY
2641;40;22080,52;5194,59;1;45;Soltero/a;MASCULINO;0;9187,03;0;1,37;0;CONVENIO;1;0
2642;91;21020,04;6147,34;1;44;Soltero/a;MASCULINO;0;25436,00;0;0,11;0;CONVENIO;1;0
2643;45;11487,92;3154,86;1;48;Casado/a;FEMENINO;0;9318,10;4;0,56;0;JUBILADO NACION;1;0
2644;110;12212,43;2650,06;2;44;Divorciado/a;FEMENINO;0;37484,69;0;0,22;0;CONVENIO;1;0
2645;97;13646,65;3041,83;1;74;Casado/a;MASCULINO;0;16649,16;0;0,50;0;JUBILADO NACION;1;0
2646;81;46869,16;24460,74;2;44;Soltero/a;MASCULINO;0;66856,49;0;0,39;0;META4;1;1
2647;54;41120,56;18119,59;1;44;Casado/a;FEMENINO;0;17346,31;1;0,61;3;META4;2;0
2648;39;1813,58;1139,06;0;45;Soltero/a;FEMENINO;0;42652,39;0;0,02;0;META4;0;0
2649;110;0,00;0,00;2;45;Casado/a;MASCULINO;0;45829,57;0;0,54;2;META4;2;0
2650;39;36964,84;5296,66;1;44;Soltero/a;MASCULINO;0;9789,05;56;0,30;0;JUBILADO NACION;0;1
2651;110;37791,65;13357,17;1;45;Casado/a;FEMENINO;0;33640,52;0;0,31;3;META4;1;0
2652;95;6777,32;3154,30;1;76;Soltero/a;MASCULINO;0;19946,98;0;0,16;11;JUBILADO PROVIN;0;0
2653;104;25062,37;6497,29;1;44;Soltero/a;FEMENINO;0;29076,01;0;0,21;0;META4;0;0
2654;104;36176,09;6785,56;1;76;Casado/a;MASCULINO;0;29480,84;0;0,12;0;JUBILADO PROVIN;1;0
2655;115;10872,44;5853,40;1;45;Casado/a;FEMENINO;0;74068,07;0;0,06;0;META4;1;0
2656;39;20025,60;6433,25;1;45;Soltero/a;FEMENINO;0;20793,76;36;0,44;0;META4;0;1
2657;13;13025,72;3707,47;1;76;Soltero/a;MASCULINO;0;26599,45;0;0,12;0;JUBILADO PROVIN;0;0
2658;110;11026,75;5477,25;1;77;Soltero/a;MASCULINO;0;56054,77;0;0,05;0;JUBILADO PROVIN;0;0
2659;104;26145,65;21053,78;1;76;Casado/a;MASCULINO;0;66259,10;0;0,14;0;JUBILADO PROVIN;1;0
2660;114;58378,07;16600,54;1;76;Casado/a;MASCULINO;0;274388,14;0;0,05;0;JUBILADO PROVIN;1;0
2661;114;367,99;367,99;1;44;Soltero/a;FEMENINO;0;29903,07;0;0,23;1;META4;2;0
2662;76;0,00;0,00;2;44;Soltero/a;FEMENINO;0;5410,14;0;0,67;0;JUBILADO NACION;0;0
2663;38;22898,54;11362,24;1;44;Soltero/a;FEMENINO;0;9732,94;0;0,62;0;JUBILADO NACION;0;0
2664;112;95572,89;19947,38;2;76;Casado/a;MASCULINO;1;93123,03;0;0,32;0;JUBILADO PROVIN;1;0
2665;114;23288,70;7996,97;1;75;Divorciado/a;MASCULINO;0;45219,42;0;0,09;0;JUBILADO PROVIN;0;0
2666;114;4738,52;4057,68;1;45;Soltero/a;MASCULINO;0;45311,06;0;0,01;0;META4;1;0
2667;15;2055,41;1361,64;1;71;Soltero/a;MASCULINO;0;27902,11;0;0,07;0;JUBILADO PROVIN;1;0
2668;22;77315,71;41372,72;1;44;Soltero/a;FEMENINO;0;34888,66;0;0,52;5;META4;1;0
2669;18;3971,69;771,53;1;44;Soltero/a;MASCULINO;0;20927,16;4;0,29;0;META4;1;0
2670;35;8271,12;5228,16;1;45;Soltero/a;FEMENINO;0;46215,84;0;0,33;14;CONVENIO;1;1
2671;112;21672,70;6212,15;1;44;Soltero/a;FEMENINO;0;33760,00;0;0,33;7;META4;0;0
2672;114;45279,41;26158,55;2;44;Casado/a;MASCULINO;0;86864,95;0;0,10;0;EMPLEADO BPC;1;0
2673;46;7187,55;4874,98;1;44;Soltero/a;FEMENINO;0;29785,91;0;0,01;0;META4;0;0
2674;69;67716,01;31448,41;1;44;Soltero/a;MASCULINO;0;39890,48;0;0,72;7;META4;0;1
2675;12;77638,37;11876,32;1;44;Casado/a;FEMENINO;0;18673,32;56;0,33;6;CONVENIO;1;1
2676;10;86901,23;58037,33;1;44;Soltero/a;FEMENINO;0;53290,55;0;0,49;12;META4;0;0
2677;114;11027,33;1826,43;1;72;Casado/a;MASCULINO;0;37092,61;6;0,04;0;JUBILADO NACION;0;0
2678;72;52045,43;17842,45;1;44;Soltero/a;FEMENINO;0;27008,93;5;0,69;4;META4;1;0
2679;113;8345,23;4274,88;1;44;Soltero/a;FEMENINO;0;24135,66;0;0,17;0;META4;1;0
2680;77;107862,74;69103,74;2;44;Casado/a;MASCULINO;0;73068,17;0;0,22;3;META4;1;0
2681;51;78376,61;22550,47;1;44;Casado/a;MASCULINO;0;50376,68;0;0,37;11;META4;2;1
2682;13;25544,73;9319,86;1;72;Casado/a;MASCULINO;0;31977,11;0;0,54;0;JUBILADO PROVIN;1;0
2683;58;2118,89;813,84;2;44;Soltero/a;FEMENINO;0;71669,24;0;0,01;3;META4;1;0
2684;104;111606,11;55048,29;1;44;Soltero/a;FEMENINO;0;63579,55;0;0,37;10;META4;2;0
2685;114;23197,02;13512,27;2;45;Soltero/a;FEMENINO;0;34117,27;0;0,20;0;META4;0;0
2686;35;22302,80;2562,94;0;44;Soltero/a;MASCULINO;0;22172,98;0;0,43;2;CONVENIO;1;0
2687;111;36465,81;16233,53;1;44;Casado/a;FEMENINO;0;36262,07;0;0,29;0;META4;0;0
2688;104;53673,52;24504,73;1;44;Soltero/a;FEMENINO;0;26051,94;61;0,59;10;META4;2;1
2689;22;26276,89;3751,95;1;44;Soltero/a;FEMENINO;0;67596,55;0;0,04;0;CONVENIO;1;0
2690;71;11595,41;3853,21;1;44;Casado/a;FEMENINO;0;34262,27;0;0,08;4;META4;2;0
2691;99;76758,48;15944,19;1;44;Casado/a;MASCULINO;0;46758,71;0;0,30;0;EMPLEADO BPC;0;0
2692;48;10384,28;4523,81;1;44;Casado/a;MASCULINO;0;34534,86;0;0,16;0;META4;1;0
2693;104;47664,58;13797,78;1;44;Soltero/a;MASCULINO;0;39153,90;0;0,35;13;CONVENIO;5;0
2694;27;28587,01;15153,15;1;44;Soltero/a;FEMENINO;0;23995,30;0;0,54;0;META4;0;0
2695;27;19070,71;4910,27;1;44;Soltero/a;MASCULINO;0;17150,27;53;0,39;0;CONVENIO;0;1
2696;75;42049,08;15121,16;1;44;Soltero/a;FEMENINO;0;21559,35;3;0,69;11;META4;3;0
2697;25;16648,27;10862,89;1;69;Soltero/a;MASCULINO;0;27365,04;51;0,35;1;JUBILADO PROVIN;3;0
2698;14;64942,38;19990,24;1;44;Casado/a;FEMENINO;0;20097,78;25;0,42;3;META4;3;1
2699;21;46996,07;21575,65;1;49;Soltero/a;MASCULINO;0;27816,27;0;0,70;0;CONVENIO;1;0
2700;113;31367,03;9265,47;1;44;Soltero/a;MASCULINO;0;26426,62;0;0,35;0;CONVENIO;1;0
2701;77;14300,08;3619,41;1;47;Casado/a;FEMENINO;0;8326,32;0;0,33;0;JUBILADO NACION;1;0
2702;110;2129,86;1167,83;1;44;Casado/a;MASCULINO;0;90550,20;0;0,01;0;META4;1;0
2703;96;32326,08;18450,65;1;68;Divorciado/a;MASCULINO;0;36665,74;0;0,38;0;JUBILADO PROVIN;1;0
2704;81;15518,70;2656,42;1;45;Viudo/a;FEMENINO;0;9718,30;4;0,26;0;JUBILADO NACION;1;0
2705;112;20799,26;3186,83;1;44;Soltero/a;FEMENINO;0;25055,52;0;0,15;0;META4;1;0
2706;114;50411,41;6533,18;1;44;Soltero/a;MASCULINO;0;53954,05;1;0,11;0;CONVENIO;1;0
2707;63;31158,38;8237,77;1;69;Soltero/a;MASCULINO;0;93664,74;0;0,07;0;JUBILADO PROVIN;1;0
2708;86;34955,74;12137,45;2;69;Soltero/a;MASCULINO;0;79504,89;0;0,12;0;JUBILADO PROVIN;0;0
2709;102;8998,16;8998,16;2;44;Casado/a;MASCULINO;0;133149,23;0;0,00;3;META4;1;0
2710;113;28244,73;16989,14;1;44;Casado/a;FEMENINO;1;103083,76;5;0,06;0;CONVENIO;0;0
2711;114;8160,43;8160,43;1;44;Soltero/a;MASCULINO;0;16738,48;0;0,00;0;CONVENIO;1;0
2712;114;2180,71;816,30;2;44;Casado/a;MASCULINO;0;42164,04;0;0,14;0;META4;1;0
2713;104;92853,54;28642,71;2;44;Casado/a;MASCULINO;0;48474,32;0;0,71;3;META4;1;0
2714;114;72294,55;23393,70;1;44;Soltero/a;MASCULINO;1;30585,14;0;0,47;0;JUBILADO PROVIN;1;0
2715;55;14435,20;3466,37;1;44;Casado/a;MASCULINO;0;44928,27;0;0,29;0;META4;0;0
2716;104;31875,02;7842,07;2;44;Soltero/a;FEMENINO;0;68536,14;0;0,17;0;META4;1;0
2717;67;53182,68;6907,16;2;44;Divorciado/a;MASCULINO;0;97715,38;31;0,13;0;META4;1;0
2718;104;71318,86;18037,37;1;43;Soltero/a;FEMENINO;0;28244,30;5;0,47;0;META4;1;0
2719;114;7342,89;2069,01;1;44;Casado/a;FEMENINO;0;39912,52;0;0,05;0;CONVENIO;1;0
2720;25;6889,88;3074,71;1;44;Soltero/a;FEMENINO;0;36700,54;1;0,04;0;META4;0;0
2721;112;27198,84;6973,86;1;44;Soltero/a;FEMENINO;0;30564,26;6;0,18;0;CONVENIO;1;0
2722;114;36580,44;10127,34;1;44;Casado/a;FEMENINO;1;48156,48;2;0,36;0;META4;1;0
2723;113;23772,70;7305,17;1;69;Viudo/a;MASCULINO;0;35646,12;0;0,27;0;JUBILADO PROVIN;1;0
2724;67;10894,77;3425,92;1;44;Soltero/a;FEMENINO;0;16441,53;1;0,13;0;CONVENIO;0;0
2725;35;30709,16;7307,35;0;70;Soltero/a;MASCULINO;0;51766,34;0;0,06;0;JUBILADO PROVIN;0;0
2726;57;13856,29;1910,75;1;44;Casado/a;FEMENINO;0;23938,46;0;0,07;0;CONVENIO;0;0
2727;114;6560,54;1516,04;1;44;Casado/a;FEMENINO;0;37368,69;0;0,24;0;META4;1;0
2728;114;31268,78;12827,99;1;44;Soltero/a;FEMENINO;0;21850,50;0;0,53;0;META4;0;0
2729;113;43835,84;8970,42;1;44;Casado/a;MASCULINO;0;35505,76;5;0,45;0;META4;1;0
2730;32;52896,67;20301,85;1;44;Soltero/a;MASCULINO;0;22938,56;0;0,64;7;JUBILADO NACION;4;0
2731;29;51702,04;22304,56;1;44;Soltero/a;FEMENINO;0;26511,30;1;0,50;0;META4;0;1
2732;114;37540,96;8874,93;1;44;Soltero/a;FEMENINO;0;42094,44;0;0,27;0;META4;1;0
2733;41;0,00;0,00;1;43;Soltero/a;MASCULINO;0;12900,11;0;0,00;0;META4;1;0
2734;111;5094,03;4089,22;1;88;Viudo/a;FEMENINO;0;68758,85;0;0,01;0;JUBILADO PROVIN;0;0
2735;114;108007,36;26333,53;1;71;Casado/a;MASCULINO;1;141553,27;0;0,13;0;JUBILADO PROVIN;1;0
2736;113;439,70;439,70;1;44;Casado/a;FEMENINO;0;27200,32;3;0,00;0;META4;0;0
2737;111;60665,31;9838,42;1;44;Soltero/a;FEMENINO;0;44458,47;0;0,22;0;META4;1;0
2738;61;18892,56;9610,38;1;50;Divorciado/a;FEMENINO;0;25146,00;0;0,36;0;META4;1;0
2739;102;34259,39;16953,05;1;44;Soltero/a;FEMENINO;0;41974,96;0;0,15;0;META4;1;0
2740;51;37733,62;14600,65;2;47;Divorciado/a;FEMENINO;0;38584,35;0;0,42;7;META4;5;1
2741;111;1790,93;1790,93;1;88;Soltero/a;FEMENINO;0;53233,71;0;0,00;0;JUBILADO PROVIN;0;0
2742;109;18457,40;5144,52;2;78;Viudo/a;MASCULINO;0;54703,40;0;0,28;0;JUBILADO PROVIN;1;0
2743;115;8293,75;3618,01;1;43;Soltero/a;FEMENINO;0;23619,47;0;0,15;0;CONVENIO;0;0
2744;17;14227,34;12146,02;1;44;Casado/a;FEMENINO;0;25961,47;0;0,19;2;META4;0;0
2745;35;57759,54;19344,68;0;44;Soltero/a;FEMENINO;0;33909,64;0;0,60;0;META4;2;0
2746;78;141704,17;133962,68;2;48;Soltero/a;MASCULINO;0;55525,82;1;0,11;0;CONVENIO;1;0
2747;28;26992,28;7225,13;1;44;Soltero/a;FEMENINO;0;29313,41;0;0,19;0;META4;1;0
2748;112;18163,30;12063,72;1;44;Casado/a;FEMENINO;0;50907,95;0;0,05;0;META4;0;0
2749;111;7075,68;5287,70;1;82;Casado/a;MASCULINO;0;60402,37;0;0,01;0;JUBILADO PROVIN;0;0
2750;15;21069,89;4349,82;1;44;Soltero/a;MASCULINO;0;54175,61;0;0,09;2;META4;0;0
2751;114;28282,67;19844,16;1;44;Soltero/a;MASCULINO;0;27672,43;0;0,15;0;META4;1;0
2752;92;7714,90;2267,64;1;44;Soltero/a;MASCULINO;0;8101,29;4;0,19;3;META4;1;0
2753;107;24530,75;10704,58;2;44;Soltero/a;MASCULINO;0;33495,52;5;0,45;2;META4;3;0
2754;104;13895,63;7188,92;1;44;Divorciado/a;FEMENINO;0;29979,63;0;0,36;3;JUBILADO PROVIN;1;0
2755;114;36225,03;19382,93;2;44;Soltero/a;MASCULINO;0;45487,37;0;0,13;0;META4;1;0
2756;14;9593,92;6084,17;1;44;Soltero/a;MASCULINO;0;16529,69;24;0,12;0;META4;0;0
2757;104;73835,80;20445,66;2;44;Casado/a;MASCULINO;0;50564,60;0;0,24;0;META4;0;0
2758;100;14140,58;7875,61;1;44;Casado/a;MASCULINO;0;42458,67;0;0,19;13;META4;1;0
2759;104;58595,61;20369,85;1;44;Soltero/a;FEMENINO;0;38224,75;0;0,31;0;META4;0;0
2760;77;82785,59;22373,36;1;48;Casado/a;MASCULINO;0;49831,49;0;0,48;0;META4;1;0
2761;113;17813,36;6812,92;1;71;Casado/a;FEMENINO;0;46483,80;0;0,03;0;JUBILADO PROVIN;0;0
2762;114;4450,60;4450,60;1;44;Casado/a;FEMENINO;0;53474,98;0;0,00;0;META4;0;0
2763;113;11154,45;3840,80;2;72;Soltero/a;FEMENINO;0;40047,08;0;0,04;0;JUBILADO PROVIN;0;0
2764;114;4219,15;1829,52;1;44;Soltero/a;FEMENINO;0;29381,08;0;0,17;1;CONVENIO;1;0
2765;57;56962,91;8633,42;1;44;Soltero/a;FEMENINO;0;32021,19;0;0,12;0;CONVENIO;0;0
2766;111;27622,04;9270,49;1;44;Soltero/a;MASCULINO;0;54365,85;0;0,22;0;META4;1;0
2767;104;36672,49;19682,77;2;44;Casado/a;MASCULINO;0;39743,16;0;0,29;0;META4;1;0
2768;114;9136,96;2519,87;2;73;Divorciado/a;FEMENINO;0;24126,38;0;0,38;0;JUBILADO PROVIN;1;0
2769;86;82627,49;24146,11;1;51;Casado/a;FEMENINO;0;48016,13;0;0,46;18;META4;4;0
2770;104;4579,39;1442,86;1;44;Casado/a;MASCULINO;0;31910,99;10;0,04;24;CONVENIO;5;1
2771;114;16531,80;7481,57;1;44;Casado/a;MASCULINO;0;34110,31;0;0,10;0;CONVENIO;0;0
2772;111;14719,74;12200,13;2;44;Casado/a;FEMENINO;0;42486,51;0;0,02;0;META4;0;0
2773;104;19921,11;2241,45;1;43;Soltero/a;MASCULINO;0;41277,81;0;0,27;0;META4;1;0
2774;55;23081,13;11905,45;1;44;Soltero/a;MASCULINO;0;0,00;9;6017,34;0;CONVENIO;1;0
2775;104;17137,19;6871,96;2;73;Viudo/a;FEMENINO;0;58799,28;0;0,22;0;JUBILADO PROVIN;1;0
2776;91;18688,45;7434,62;1;44;Casado/a;FEMENINO;0;22932,76;0;0,51;0;CONVENIO;1;0
2777;63;15040,91;7647,62;1;73;Casado/a;FEMENINO;0;26592,49;0;0,28;0;JUBILADO PROVIN;0;0
2778;73;20620,94;6063,43;2;73;Viudo/a;FEMENINO;0;72155,27;0;0,57;7;JUBILADO PROVIN;0;1
2779;114;61822,39;29123,64;1;44;Casado/a;FEMENINO;0;38477,63;0;0,46;0;EMPLEADO BPC;0;0
2780;85;57776,12;14066,40;1;70;Viudo/a;FEMENINO;0;34671,74;0;0,27;0;JUBILADO PROVIN;0;0
2781;65;19353,84;9077,21;2;44;Soltero/a;MASCULINO;0;34858,50;5;0,34;0;META4;1;0
2782;114;40017,60;12074,17;1;44;Casado/a;FEMENINO;0;119671,44;0;0,05;0;META4;1;0
2783;61;38407,25;12321,31;1;44;Casado/a;MASCULINO;0;39701,40;0;0,41;6;JUBILADO PROVIN;1;0
2784;104;935,39;935,39;1;44;Casado/a;MASCULINO;0;44066,40;5;0,19;6;META4;3;1
2785;109;46082,38;8303,08;1;44;Soltero/a;MASCULINO;0;29658,32;5;0,48;4;META4;1;0
2786;64;6652,17;3927,82;2;70;Casado/a;FEMENINO;0;67951,51;0;0,04;0;JUBILADO PROVIN;0;0
2787;39;14506,93;5029,64;1;44;Soltero/a;FEMENINO;0;21312,27;0;0,43;7;META4;3;0
2788;15;28440,43;15886,27;1;70;Viudo/a;FEMENINO;0;18932,00;0;0,46;2;JUBILADO PROVIN;1;0
2789;62;0,00;0,00;2;44;Casado/a;FEMENINO;0;21178,88;0;0,37;7;META4;2;0
2790;110;30030,17;5395,83;1;43;Soltero/a;FEMENINO;0;28246,62;0;0,24;0;CONVENIO;0;0
2791;39;82947,90;42881,72;2;44;Soltero/a;FEMENINO;0;119201,65;0;0,11;0;META4;0;0
2792;57;0,00;0,00;1;43;Casado/a;FEMENINO;0;1315,41;42;0,00;1;CONVENIO;1;1
2793;90;28649,90;9321,32;1;43;Soltero/a;MASCULINO;0;43145,38;4;0,32;3;META4;1;0
2794;114;25704,56;14881,50;1;43;Divorciado/a;FEMENINO;0;40502,95;0;0,20;0;META4;1;0
2795;43;37510,43;14466,34;0;67;Viudo/a;FEMENINO;0;19384,39;28;0,49;0;JUBILADO PROVIN;1;0
2796;114;29933,65;10136,49;1;43;Soltero/a;FEMENINO;1;42669,79;0;0,10;0;META4;1;0
2797;102;89226,75;30191,98;2;73;Casado/a;MASCULINO;0;64548,13;0;0,31;2;JUBILADO PROVIN;0;0
2798;102;18742,63;10944,11;1;43;Soltero/a;MASCULINO;0;27798,87;0;0,35;10;META4;1;0
2799;22;22609,29;3446,25;1;43;Soltero/a;FEMENINO;0;16367,29;0;0,49;0;CONVENIO;1;0
2800;95;52668,67;15192,61;2;43;Casado/a;MASCULINO;0;76414,71;0;0,25;0;META4;1;0
2801;55;47341,43;18906,58;1;44;Casado/a;FEMENINO;0;26448,66;0;0,34;2;META4;1;0
2802;103;14073,16;1768,01;2;78;Soltero/a;MASCULINO;0;34699,58;0;0,27;0;JUBILADO PROVIN;0;0
2803;114;44211,06;14048,09;1;44;Casado/a;MASCULINO;0;77500,45;0;0,23;0;META4;1;0
2804;64;54687,05;11028,03;1;44;Casado/a;MASCULINO;0;27692,15;21;0,46;0;CONVENIO;0;0
2805;26;84888,44;12025,26;2;44;Soltero/a;FEMENINO;0;46614,87;0;0,47;0;CONVENIO;0;0
2806;17;43007,78;18516,86;1;43;Soltero/a;FEMENINO;0;27107,52;0;0,58;1;META4;1;0
2807;111;76651,65;23614,65;1;43;Soltero/a;FEMENINO;0;50070,45;0;0,35;6;META4;0;0
2808;114;2549,65;1418,89;1;68;Casado/a;FEMENINO;0;25227,20;0;0,04;0;JUBILADO PROVIN;1;0
2809;114;26325,72;7014,24;2;43;Casado/a;FEMENINO;0;36803,78;0;0,11;3;META4;1;0
2810;22;13843,83;3926,94;1;67;Casado/a;FEMENINO;0;21009,52;0;0,37;0;JUBILADO PROVIN;1;0
2811;57;7779,60;2438,02;1;50;Soltero/a;FEMENINO;0;7363,54;0;0,34;0;JUBILADO NACION;2;0
2812;50;19491,25;6246,63;1;43;Casado/a;MASCULINO;0;25948,71;75;0,17;15;CONVENIO;5;1
2813;111;12757,81;1657,43;1;43;Soltero/a;MASCULINO;0;29760,39;0;0,04;0;CONVENIO;0;0
2814;114;6030,68;1598,63;0;43;Soltero/a;FEMENINO;0;43630,25;0;0,03;0;META4;0;0
2815;41;8753,37;3008,55;1;44;Soltero/a;FEMENINO;0;8755,51;4;0,61;14;JUBILADO NACION;1;0
2816;39;69669,33;19174,04;1;43;Soltero/a;FEMENINO;0;32623,22;0;0,42;1;META4;2;0
2817;69;1691,16;1691,16;1;78;Viudo/a;MASCULINO;0;28837,05;0;0,00;0;JUBILADO NACION;0;0
2818;113;9991,94;2660,89;2;81;Viudo/a;MASCULINO;0;49282,82;0;0,06;0;JUBILADO PROVIN;0;0
2819;104;35316,88;14372,68;1;43;Soltero/a;FEMENINO;0;31450,48;0;0,33;0;META4;2;0
2820;114;13197,28;2514,22;2;43;Soltero/a;FEMENINO;1;42088,64;0;0,16;0;META4;1;0
2821;110;8584,56;3959,98;2;43;Soltero/a;FEMENINO;0;43001,54;0;0,04;0;EMPLEADO BPC;1;0
2822;110;342,83;342,83;1;80;Soltero/a;MASCULINO;0;32478,22;0;0,00;0;JUBILADO NACION;0;0
2823;91;11280,45;4999,76;2;43;Casado/a;FEMENINO;0;44522,27;5;0,11;0;CONVENIO;0;0
2824;28;8827,70;1812,05;1;43;Soltero/a;MASCULINO;0;48447,64;0;0,11;0;CONVENIO;1;0
2825;115;8828,41;6960,71;1;43;Soltero/a;MASCULINO;0;27358,08;0;0,07;1;CONVENIO;1;0
2826;11;10840,11;5460,98;1;42;Soltero/a;FEMENINO;0;10708,92;3;0,71;9;JUBILADO NACION;0;0
2827;115;55010,30;17856,80;1;42;Divorciado/a;FEMENINO;0;49295,58;0;0,47;17;META4;1;0
2828;69;13724,18;4824,64;2;43;Casado/a;FEMENINO;0;56135,97;0;0,16;0;CONVENIO;0;0
2829;110;109742,27;38376,78;1;43;Soltero/a;MASCULINO;0;61982,26;5;0,48;0;CONVENIO;0;0
2830;104;6814,86;1858,23;2;43;Soltero/a;MASCULINO;0;36038,19;0;0,05;0;META4;1;0
2831;111;34599,52;10750,27;2;79;Casado/a;MASCULINO;1;70183,31;0;0,07;0;JUBILADO PROVIN;0;0
2832;114;75581,43;21169,25;1;43;Casado/a;MASCULINO;0;45275,10;0;0,57;0;EMPLEADO BPC;1;0
2833;109;110536,54;33643,93;1;43;Casado/a;MASCULINO;0;60404,69;3;0,54;0;META4;0;0
2834;80;50855,05;22811,86;1;70;Casado/a;MASCULINO;0;36662,26;0;0,49;0;JUBILADO PROVIN;1;0
2835;113;37860,25;8763,36;1;44;Soltero/a;FEMENINO;0;42797,39;0;0,11;0;INDEFINIDOS;1;0
2836;13;20671,98;9158,04;1;43;Casado/a;MASCULINO;0;10708,92;119;0,71;8;JUBILADO NACION;4;1
2837;104;11723,40;4693,92;2;43;Soltero/a;MASCULINO;0;52681,56;0;0,05;0;JUBILADO PROVIN;0;0
2838;104;10682,73;984,38;1;43;Divorciado/a;FEMENINO;0;99654,86;0;0,01;0;META4;1;0
2839;115;41907,86;19623,87;1;43;Casado/a;FEMENINO;0;64936,72;0;0,12;0;META4;0;0
2840;46;23795,75;12106,41;1;48;Soltero/a;FEMENINO;1;10708,92;0;0,62;0;JUBILADO NACION;0;0
2841;114;5204,66;2954,87;2;73;Divorciado/a;MASCULINO;0;39476,37;0;0,34;0;JUBILADO PROVIN;1;0
2842;104;5845,95;4587,91;1;43;Casado/a;FEMENINO;0;44576,79;0;0,02;0;META4;1;0
2843;110;4623,37;793,07;1;73;Casado/a;MASCULINO;0;37321,13;0;0,08;0;JUBILADO PROVIN;0;0
2844;40;8565,17;2672,40;1;43;Soltero/a;FEMENINO;0;18262,69;7;0,10;0;CONVENIO;1;0
2845;56;9846,05;5319,46;1;43;Soltero/a;FEMENINO;0;31035,21;0;0,24;0;META4;1;0
2846;32;22397,49;9294,97;1;43;Soltero/a;FEMENINO;0;9226,46;22;0,47;0;JUBILADO NACION;0;0
2847;10;15171,64;4794,44;1;43;Soltero/a;FEMENINO;0;19059,60;0;0,10;0;META4;1;0
2848;9;6412,29;1811,18;1;43;Soltero/a;FEMENINO;0;8326,32;0;0,37;0;JUBILADO NACION;0;0
2849;90;3906,91;2271,74;1;79;Casado/a;MASCULINO;1;57294,79;0;0,03;0;JUBILADO PROVIN;1;0
2850;86;83293,97;22507,13;2;43;Casado/a;FEMENINO;0;68053,59;0;0,21;0;META4;1;0
2851;92;10111,61;7523,72;1;43;Soltero/a;FEMENINO;0;11984,89;0;0,11;1;META4;3;0
2852;114;35754,84;10216,01;1;42;Soltero/a;FEMENINO;0;36801,46;3;0,18;0;META4;0;0
2853;104;27567,95;10481,47;2;43;Soltero/a;FEMENINO;0;36093,87;3;0,28;0;CONVENIO;1;0
2854;35;19706,94;11422,09;0;43;Soltero/a;FEMENINO;0;22015,22;0;0,43;0;META4;1;0
2855;104;28862,97;3217,99;2;67;Viudo/a;FEMENINO;1;78053,76;0;0,11;0;JUBILADO PROVIN;1;0
2856;114;2697,29;0,00;1;43;Soltero/a;FEMENINO;0;120962,50;12;0,41;3;META4;1;0
2857;46;34442,31;12225,92;1;43;Casado/a;MASCULINO;0;34353,91;0;0,19;0;META4;0;0
2858;111;3052,33;3052,33;2;78;Casado/a;MASCULINO;1;62022,86;0;0,07;0;JUBILADO PROVIN;0;0
2859;57;7459,37;7459,37;1;43;Soltero/a;FEMENINO;1;20818,12;0;0,00;0;CONVENIO;0;0
2860;101;1620,34;883,00;1;78;Casado/a;MASCULINO;0;19063,08;0;0,16;0;JUBILADO PROVIN;1;0
2861;28;0,00;0,00;2;43;Divorciado/a;FEMENINO;0;47653,05;0;0,05;0;META4;1;0
2862;57;1209,46;1209,46;1;42;Soltero/a;FEMENINO;0;28071,47;0;0,00;0;CONVENIO;0;0
2863;82;0,00;0,00;1;47;Soltero/a;FEMENINO;0;8326,32;106;0,21;0;JUBILADO NACION;0;1
2864;104;51604,41;5765,53;1;79;Soltero/a;MASCULINO;0;30934,29;0;0,16;0;JUBILADO PROVIN;0;0
2865;104;49453,75;7594,86;1;43;Soltero/a;MASCULINO;0;62116,82;4;0,09;0;META4;1;0
2866;14;92575,68;36126,32;1;42;Soltero/a;MASCULINO;0;34703,06;7;0,97;11;META4;0;0
2867;39;28132,81;10831,09;1;43;Soltero/a;FEMENINO;0;32181,27;0;0,15;6;META4;0;0
2868;104;25674,58;10091,16;2;43;Soltero/a;FEMENINO;1;35373,53;0;0,25;2;CONVENIO;2;0
2869;104;33230,40;4750,60;1;43;Casado/a;MASCULINO;0;35890,88;0;0,13;0;CONVENIO;0;0
2870;110;15306,39;4468,26;1;43;Soltero/a;MASCULINO;0;23799,27;0;0,06;0;CONVENIO;0;0
2871;104;37892,14;11814,76;1;42;Soltero/a;FEMENINO;0;29973,83;0;0,39;0;CONVENIO;1;0
2872;113;32145,43;23587,11;1;43;Soltero/a;FEMENINO;0;28143,38;0;0,04;0;META4;0;0
2873;91;50073,54;14828,25;1;43;Soltero/a;MASCULINO;0;40723,35;0;0,42;11;META4;0;0
2874;104;18306,17;7064,78;2;43;Casado/a;FEMENINO;0;39540,17;0;0,28;0;META4;1;0
2875;63;16977,55;9237,79;1;67;Casado/a;FEMENINO;0;46892,11;0;0,18;0;JUBILADO PROVIN;0;0
2876;114;10130,55;10130,55;1;43;Divorciado/a;FEMENINO;0;39467,09;3;0,47;23;META4;5;0
2877;39;24173,21;10917,02;1;43;Soltero/a;MASCULINO;0;34979,13;5;0,37;0;META4;1;0
2878;49;30739,68;17140,24;1;43;Soltero/a;MASCULINO;0;43640,69;5;0,18;23;META4;0;0
