id;ANTIGUEDAD;SALDO_TOTAL;SALDO_RESUMEN;CANT_TARJETAS;EDAD;ESTADO_CIVIL;SEXO;CUENTA_BASICA;INGRESOS_NETOS;MAXIMA_MORA;ENDEUDAMIENTO;SIT_MAYOR1;SEGMENTO;SITUACION;DIRTY
799;22;8408,31;2179,01;1;59;Soltero/a;FEMENINO;0;7273,06;0;0,50;4;JUBILADO NACION;1;0
800;104;24986,43;9389,82;2;61;Divorciado/a;MASCULINO;0;38021,76;0;0,29;0;CONVENIO;1;0
801;113;1176,22;1176,22;1;61;Soltero/a;FEMENINO;0;19719,62;0;0,00;0;JUBILADO PROVIN;0;0
802;42;18547,15;3466,93;2;61;Soltero/a;FEMENINO;0;35360,77;0;0,15;0;JUBILADO PROVIN;0;0
803;111;6425,80;3084,08;1;61;Casado/a;MASCULINO;0;26123,86;0;0,15;0;JUBILADO PROVIN;1;0
804;65;529,90;529,90;0;60;Soltero/a;FEMENINO;0;0,00;10;1509,81;1;JUBILADO NACION;1;1
805;21;17428,93;2548,71;1;74;Soltero/a;MASCULINO;0;21698,55;0;0,16;0;JUBILADO PROVIN;0;0
806;111;221,82;221,82;2;59;Casado/a;MASCULINO;0;47719,17;0;0,32;0;JUBILADO PROVIN;1;0
807;104;15670,87;4340,12;1;61;Soltero/a;FEMENINO;0;31796,16;1;0,18;0;JUBILADO PROVIN;1;0
808;110;50964,37;28066,37;2;61;Soltero/a;FEMENINO;0;41920,44;0;0,62;0;JUBILADO PROVIN;1;0
809;104;13076,68;13076,68;2;61;Casado/a;MASCULINO;0;64268,58;0;0,32;0;CONVENIO;1;0
810;46;6692,91;4635,59;1;60;Soltero/a;FEMENINO;0;38475,31;0;0,09;0;META4;1;0
811;110;65394,03;17903,02;2;59;Casado/a;FEMENINO;0;61459,11;0;0,19;0;META4;0;0
812;17;23153,31;13169,61;1;83;Divorciado/a;MASCULINO;0;72939,41;0;0,20;0;JUBILADO PROVIN;0;0
813;39;5411,46;847,31;1;62;Soltero/a;FEMENINO;0;30013,27;0;0,02;0;JUBILADO PROVIN;0;0
814;114;9837,02;2380,35;1;67;Soltero/a;FEMENINO;0;35278,41;0;0,26;1;JUBILADO PROVIN;1;0
815;114;72753,45;21178,97;2;60;Casado/a;MASCULINO;0;37203,97;0;0,80;0;META4;1;0
816;110;37815,12;15151,89;1;60;Casado/a;MASCULINO;0;65512,07;0;0,35;2;JUBILADO PROVIN;1;0
817;113;26726,68;10763,15;1;61;Divorciado/a;FEMENINO;0;69489,64;1;0,06;0;CONVENIO;1;0
818;104;1792,32;1792,32;0;60;Soltero/a;FEMENINO;0;52479,72;0;0,12;0;JUBILADO PROVIN;1;0
819;35;30530,59;17017,44;1;59;Casado/a;FEMENINO;0;72658,70;0;0,24;0;META4;1;0
820;35;6257,07;2582,47;0;61;Soltero/a;FEMENINO;0;5411,30;33;0,45;0;JUBILADO NACION;0;1
821;114;92033,53;23026,79;2;61;Casado/a;MASCULINO;0;57983,82;0;0,23;0;EMPLEADO BPC;0;0
822;115;8307,20;1680,37;1;61;Soltero/a;MASCULINO;0;17389,23;0;0,05;0;CONVENIO;0;0
823;113;49780,76;12198,24;1;62;Casado/a;MASCULINO;0;62658,53;0;0,11;0;JUBILADO PROVIN;0;0
824;57;24795,27;6437,76;1;61;Viudo/a;MASCULINO;0;40998,26;0;0,12;1;JUBILADO PROVIN;0;0
825;46;65975,03;15738,35;1;59;Soltero/a;FEMENINO;0;66126,86;0;0,25;0;META4;1;0
826;113;52099,96;10544,22;1;61;Soltero/a;FEMENINO;0;28562,14;0;0,22;0;JUBILADO PROVIN;0;0
827;90;34773,79;5570,78;1;61;Casado/a;FEMENINO;0;25980,03;0;0,11;0;JUBILADO PROVIN;0;0
828;114;29593,62;8629,99;2;59;Divorciado/a;MASCULINO;0;144608,65;0;0,05;1;META4;1;0
829;13;22607,41;9080,61;1;61;Soltero/a;MASCULINO;0;48192,44;0;0,16;0;META4;1;0
830;111;18030,16;12948,41;1;60;Soltero/a;FEMENINO;0;38512,43;0;0,28;0;EMPLEADO BPC;1;0
831;114;24472,31;5229,51;1;72;Casado/a;MASCULINO;0;22430,49;0;0,36;0;JUBILADO PROVIN;1;0
832;47;17693,16;4490,59;1;60;Divorciado/a;FEMENINO;0;10830,71;23;0,35;12;JUBILADO NACION;1;0
833;28;49543,94;10343,65;1;59;Casado/a;MASCULINO;0;22288,98;0;0,46;1;CONVENIO;1;0
834;104;47116,53;23052,03;1;75;Casado/a;MASCULINO;0;42080,52;0;0,20;0;JUBILADO PROVIN;0;0
835;59;35903,31;5092,55;1;69;Soltero/a;FEMENINO;0;46159,00;0;0,32;0;JUBILADO PROVIN;1;0
836;15;77376,41;9373,29;1;61;Viudo/a;MASCULINO;0;38894,06;44;0,36;3;JUBILADO PROVIN;3;0
837;113;4682,90;2628,46;1;62;Soltero/a;FEMENINO;0;40808,02;0;0,02;0;META4;0;0
838;114;3281,13;3281,13;2;61;Conviviente;MASCULINO;0;54518,96;0;0,05;3;CONVENIO;0;0
839;110;7938,49;3234,73;1;61;Soltero/a;FEMENINO;0;15852,26;0;0,46;1;CONVENIO;2;0
840;63;15325,55;2083,43;1;59;Soltero/a;FEMENINO;0;14151,73;0;0,14;1;JUBILADO PROVIN;2;0
841;104;32427,18;23562,93;2;60;Casado/a;MASCULINO;0;60042,78;0;0,03;0;META4;0;0
842;114;36608,48;19061,17;2;61;Casado/a;MASCULINO;0;40360,27;0;0,63;2;META4;1;0
843;115;49232,56;14547,15;2;60;Viudo/a;FEMENINO;0;41551,57;0;0,63;0;META4;0;0
844;39;2243,97;2243,97;0;59;Casado/a;MASCULINO;1;45786,65;0;0,00;0;META4;1;0
845;111;45746,42;6098,48;1;59;Soltero/a;FEMENINO;0;37412,77;3;0,12;0;INDEFINIDOS;1;0
846;65;78540,58;9197,75;2;59;Soltero/a;FEMENINO;0;42779,99;0;0,40;0;JUBILADO PROVIN;1;0
847;113;64099,81;13096,81;1;59;Casado/a;FEMENINO;0;38061,20;0;0,16;0;JUBILADO PROVIN;1;0
848;91;23233,65;7044,43;1;59;Casado/a;MASCULINO;0;21953,74;0;0,21;0;JUBILADO PROVIN;0;0
849;104;24855,92;9045,76;2;58;Soltero/a;FEMENINO;0;43377,38;0;0,06;0;JUBILADO PROVIN;1;0
850;114;23750,46;9240,07;1;61;Casado/a;MASCULINO;0;51702,54;0;0,30;0;JUBILADO PROVIN;0;0
851;111;19162,61;15510,65;2;56;Soltero/a;FEMENINO;0;101451,67;0;0,02;0;JUBILADO PROVIN;1;0
852;114;1093,85;1093,85;1;74;Casado/a;FEMENINO;0;25790,95;0;0,00;0;JUBILADO PROVIN;0;0
853;114;5260,51;5260,51;1;61;Casado/a;MASCULINO;0;42517,83;0;0,11;0;EMPLEADO BPC;1;0
854;104;13498,38;5058,14;1;59;Divorciado/a;FEMENINO;0;29171,13;0;0,13;0;JUBILADO PROVIN;1;0
855;44;21247,25;12842,47;2;60;Viudo/a;MASCULINO;0;32746,18;0;0,56;2;CONVENIO;1;0
856;114;13873,05;5049,36;1;59;Divorciado/a;FEMENINO;0;90709,11;0;0,03;0;JUBILADO PROVIN;1;0
857;114;15007,29;15007,29;2;62;Casado/a;FEMENINO;0;64113,14;0;0,00;0;META4;0;0
858;106;51636,60;6145,05;1;73;Divorciado/a;FEMENINO;0;25980,03;0;0,23;0;JUBILADO PROVIN;0;0
859;55;52713,31;16962,87;1;61;Casado/a;MASCULINO;0;55437,67;0;0,26;0;CONVENIO;1;0
860;104;56744,72;9083,68;2;59;Soltero/a;FEMENINO;0;42565,39;28;0,23;0;JUBILADO PROVIN;1;0
861;69;1267,09;997,26;1;61;Soltero/a;FEMENINO;0;8326,32;19;0,26;0;JUBILADO NACION;1;0
862;113;15573,73;3188,52;1;61;Soltero/a;FEMENINO;0;31815,87;3;0,17;0;META4;1;0
863;102;21300,60;7645,55;1;61;Viudo/a;FEMENINO;0;16352,21;0;0,54;8;JUBILADO PROVIN;2;0
864;104;39558,95;10159,98;2;59;Casado/a;FEMENINO;0;38189,95;0;0,33;0;CONVENIO;0;0
865;95;18999,40;7396,55;1;59;Soltero/a;FEMENINO;0;20892,36;5;0,29;0;META4;0;0
866;14;33129,18;3243,72;1;61;Soltero/a;MASCULINO;0;9318,10;57;0,33;4;JUBILADO NACION;0;1
867;113;721,58;721,58;1;59;Soltero/a;FEMENINO;0;29622,36;0;0,00;0;JUBILADO PROVIN;0;0
868;51;66235,84;65384,63;1;59;Casado/a;MASCULINO;0;47375,82;0;0,05;0;CONVENIO;1;0
869;114;15565,62;5920,82;1;61;Soltero/a;FEMENINO;0;8472,48;83;0,68;0;JUBILADO NACION;0;1
870;106;3141,69;997,09;1;59;Soltero/a;FEMENINO;0;23179,84;0;0,04;0;JUBILADO PROVIN;0;0
871;114;1216,04;1216,04;1;57;Casado/a;MASCULINO;0;6802,11;0;0,00;0;JUBILADO NACION;0;0
872;113;44484,78;15168,73;1;59;Casado/a;FEMENINO;0;25405,84;0;0,52;4;META4;2;0
873;104;41908,96;18151,57;2;58;Casado/a;MASCULINO;0;33073,29;0;0,39;0;JUBILADO PROVIN;1;1
874;104;13651,22;5029,37;1;61;Soltero/a;FEMENINO;0;33784,36;3;0,31;0;CONVENIO;1;0
875;114;8676,47;3837,01;1;69;Soltero/a;FEMENINO;1;26107,62;0;0,09;0;JUBILADO PROVIN;1;0
876;109;15087,31;6093,96;1;59;Soltero/a;FEMENINO;0;34815,58;0;0,31;9;JUBILADO PROVIN;0;0
877;115;23838,29;7511,89;1;58;Casado/a;MASCULINO;0;24992,88;0;0,11;0;CONVENIO;0;0
878;23;8025,32;2687,47;1;68;Casado/a;FEMENINO;0;118246,99;0;0,02;0;JUBILADO PROVIN;0;0
879;104;86546,59;12509,96;2;59;Casado/a;FEMENINO;0;56561,68;0;0,34;0;CONVENIO;1;0
880;104;5989,17;2014,42;1;61;Soltero/a;FEMENINO;0;28754,69;0;0,04;0;JUBILADO PROVIN;0;0
881;107;49944,05;14797,32;1;58;Divorciado/a;FEMENINO;0;31276,49;0;0,32;0;META4;0;0
882;10;20759,63;5088,09;1;58;Casado/a;MASCULINO;0;15380,15;0;0,55;9;CONVENIO;0;1
883;114;899,96;398,90;1;74;Casado/a;MASCULINO;0;41754,57;0;0,01;0;JUBILADO PROVIN;0;0
884;112;46494,39;22417,78;1;58;Divorciado/a;FEMENINO;0;27808,15;0;0,47;0;META4;1;0
885;38;19247,62;4979,06;0;58;Soltero/a;FEMENINO;0;75070,29;0;0,06;0;META4;1;0
886;114;14415,94;4049,09;1;61;Soltero/a;MASCULINO;0;69860,83;0;0,10;0;JUBILADO PROVIN;0;0
887;51;38778,93;12066,85;1;58;Soltero/a;MASCULINO;0;30376,34;4;0,27;0;META4;1;0
888;113;53868,08;13770,07;1;59;Casado/a;MASCULINO;0;48670,35;0;0,19;0;CONVENIO;1;0
889;113;38540,17;11484,17;1;72;Casado/a;MASCULINO;0;16654,96;0;0,50;0;CONVENIO;1;0
890;104;3884,37;2797,46;1;61;Soltero/a;FEMENINO;0;45128,94;0;0,02;0;JUBILADO PROVIN;1;0
891;113;5289,35;4591,92;1;73;Casado/a;MASCULINO;1;90742,75;0;0,00;0;JUBILADO PROVIN;1;0
892;45;1185,66;1185,66;2;59;Soltero/a;FEMENINO;0;39297,73;0;0,38;2;META4;0;1
893;111;1520,24;1103,54;1;74;Divorciado/a;MASCULINO;0;24079,98;0;0,13;0;JUBILADO PROVIN;0;0
894;34;17034,80;3599,63;0;60;Soltero/a;FEMENINO;0;8326,32;3;0,46;12;JUBILADO NACION;0;1
895;39;18707,54;6041,17;1;59;Soltero/a;FEMENINO;0;15572,70;0;0,52;6;JUBILADO PROVIN;3;0
896;62;48626,37;11516,18;1;67;Soltero/a;FEMENINO;0;31559,52;3;0,35;0;META4;0;0
897;114;3756,76;873,26;0;59;Casado/a;MASCULINO;0;67227,68;0;0,19;0;META4;1;0
898;112;51843,01;15139,32;1;76;Casado/a;MASCULINO;0;26301,34;0;0,58;0;JUBILADO PROVIN;1;0
899;114;2420,68;2420,68;2;61;Soltero/a;MASCULINO;0;63864,91;0;0,00;0;META4;1;0
900;114;2037,48;2037,48;1;59;Soltero/a;FEMENINO;0;32616,26;4;0,00;0;JUBILADO PROVIN;1;0
901;114;74351,46;16071,60;2;61;Soltero/a;FEMENINO;0;62178,30;0;0,15;0;JUBILADO PROVIN;0;0
902;57;630,25;630,25;1;59;Soltero/a;MASCULINO;0;21443,35;5;0,00;25;META4;5;1
903;47;48972,18;16977,42;2;56;Soltero/a;FEMENINO;0;73594,80;0;0,62;5;JUBILADO PROVIN;1;0
904;114;17653,04;3341,55;0;61;Soltero/a;FEMENINO;0;59472,07;5;0,03;0;JUBILADO PROVIN;1;0
905;105;3393,16;1365,79;2;61;Viudo/a;FEMENINO;0;186752,97;0;0,04;0;JUBILADO PROVIN;1;0
906;113;38494,69;3798,65;2;61;Soltero/a;FEMENINO;0;52203,65;0;0,15;0;JUBILADO PROVIN;0;0
907;114;29944,88;17499,15;1;61;Soltero/a;FEMENINO;0;28550,54;0;0,16;0;META4;1;0
908;88;128317,64;11327,59;1;58;Casado/a;MASCULINO;0;0,00;0;6929,06;0;CONVENIO;1;0
909;104;11377,98;4542,55;2;59;Divorciado/a;FEMENINO;0;40832,38;3;0,29;0;CONVENIO;0;0
910;111;12554,25;5231,94;2;59;Soltero/a;MASCULINO;0;45792,45;0;0,12;0;JUBILADO NACION;1;0
911;114;39085,63;16454,62;1;61;Casado/a;FEMENINO;0;88637,39;0;0,10;0;JUBILADO PROVIN;1;0
912;113;66501,67;15884,27;1;61;Casado/a;FEMENINO;0;35867,68;0;0,42;0;JUBILADO PROVIN;1;0
913;83;90644,20;35765,17;1;59;Casado/a;FEMENINO;0;48599,60;0;0,50;6;JUBILADO PROVIN;1;0
914;33;58809,86;27292,55;1;58;Casado/a;FEMENINO;0;47948,85;0;0,47;8;META4;1;0
915;111;68145,41;42899,77;2;79;Casado/a;MASCULINO;0;83255,10;0;0,14;0;JUBILADO PROVIN;1;0
916;62;51232,98;22430,55;1;61;Divorciado/a;FEMENINO;0;54897,12;37;0,36;13;JUBILADO PROVIN;2;0
917;113;26003,84;8816,97;2;59;Soltero/a;FEMENINO;0;30593,26;4;0,53;1;JUBILADO PROVIN;1;0
918;32;21010,12;2680,04;1;61;Divorciado/a;MASCULINO;0;7759,09;22;0,61;0;CONVENIO;0;1
919;104;33661,95;9849,43;1;59;Casado/a;MASCULINO;0;31501,52;0;0,26;0;CONVENIO;1;0
920;113;31893,33;7134,99;0;59;Soltero/a;FEMENINO;0;36476,67;0;0,09;0;JUBILADO PROVIN;1;0
921;20;37087,09;19635,94;2;61;Soltero/a;FEMENINO;0;57867,82;0;0,34;1;JUBILADO PROVIN;1;0
922;90;4142,93;1985,54;1;59;Casado/a;FEMENINO;0;8326,32;0;0,24;0;JUBILADO NACION;0;0
923;104;33922,94;18316,37;2;59;Divorciado/a;FEMENINO;0;44262,44;5;0,09;0;META4;1;0
924;114;207,59;207,59;0;59;Casado/a;MASCULINO;0;33205,53;0;0,26;0;META4;0;0
925;111;7922,80;472,62;2;61;Soltero/a;FEMENINO;0;48752,71;0;0,28;5;JUBILADO PROVIN;1;0
926;104;7844,09;3909,04;1;59;Divorciado/a;FEMENINO;0;46252,96;0;0,11;0;META4;1;0
927;114;27171,00;6740,50;1;60;Soltero/a;FEMENINO;0;49967,21;0;0,05;0;JUBILADO PROVIN;1;0
928;66;10690,40;5155,59;1;62;Soltero/a;FEMENINO;0;40761,62;0;0,03;0;JUBILADO PROVIN;1;0
929;113;575,48;568,72;1;59;Casado/a;FEMENINO;0;41323,05;0;0,00;0;CONVENIO;0;0
930;113;64853,26;12149,99;2;61;Casado/a;MASCULINO;0;80474,63;5;0,19;0;CONVENIO;1;0
931;114;20834,57;5378,89;1;59;Casado/a;FEMENINO;0;39564,53;0;0,09;0;META4;1;0
932;114;57315,58;24731,20;1;59;Soltero/a;FEMENINO;0;56938,68;29;0,19;0;JUBILADO PROVIN;1;0
933;114;37292,86;23327,43;1;59;Casado/a;MASCULINO;0;34691,46;0;0,27;0;META4;0;0
934;114;24680,51;3294,77;1;59;Casado/a;FEMENINO;0;38863,90;4;0,07;0;META4;1;0
935;112;27613,72;7221,95;2;59;Divorciado/a;FEMENINO;0;50008,97;0;0,26;0;JUBILADO PROVIN;1;0
936;97;2311,90;1216,02;1;60;Soltero/a;FEMENINO;0;17269,75;29;0,14;5;JUBILADO PROVIN;1;0
937;114;51991,13;20080,09;1;59;Soltero/a;FEMENINO;0;25810,67;5;0,31;0;CONVENIO;1;0
938;114;31974,88;7203,15;1;61;Viudo/a;FEMENINO;0;16059,89;0;0,40;0;JUBILADO PROVIN;1;0
939;115;21478,42;3419,82;1;61;Soltero/a;FEMENINO;0;17299,91;0;0,18;0;JUBILADO PROVIN;0;0
940;57;9208,83;6116,13;1;59;Soltero/a;FEMENINO;0;40157,28;0;0,02;0;JUBILADO PROVIN;0;0
941;41;7570,67;7570,67;1;59;Viudo/a;FEMENINO;0;16422,97;0;0,00;0;JUBILADO PROVIN;0;0
942;113;8749,69;3702,38;2;68;Casado/a;FEMENINO;0;44042,04;0;0,05;0;JUBILADO PROVIN;0;0
943;15;10069,38;2911,81;1;68;Viudo/a;FEMENINO;0;52317,33;0;0,43;2;JUBILADO PROVIN;1;0
944;35;6229,72;4066,81;2;58;Casado/a;MASCULINO;0;35144,84;0;0,09;0;CONVENIO;1;0
945;113;21090,44;5337,72;1;59;Soltero/a;FEMENINO;0;30177,99;3;0,29;0;CONVENIO;1;0
946;114;12291,42;2352,24;1;58;Casado/a;FEMENINO;0;33697,36;0;0,05;0;META4;1;0
947;114;31883,83;6594,98;1;57;Casado/a;FEMENINO;0;33592,96;0;0,40;0;META4;1;0
948;111;46701,66;18231,31;1;55;Casado/a;FEMENINO;0;43647,65;0;0,15;0;CONVENIO;0;0
949;110;24079,30;6814,17;2;59;Casado/a;MASCULINO;0;46478,00;0;0,04;0;CONVENIO;1;0
950;52;14119,42;4578,56;1;59;Soltero/a;FEMENINO;0;8326,32;116;0,60;13;JUBILADO NACION;4;1
951;114;27428,69;15243,23;1;58;Soltero/a;FEMENINO;0;110327,82;0;0,05;0;CONVENIO;1;0
952;67;30694,56;8487,62;2;58;Soltero/a;FEMENINO;0;54507,36;3;0,45;0;META4;1;0
953;109;36984,75;4243,89;0;58;Casado/a;FEMENINO;0;0,00;0;2549,25;0;CONVENIO;1;0
954;104;37786,16;10469,43;1;59;Casado/a;FEMENINO;0;32581,46;0;0,16;0;META4;1;0
955;114;31673,49;5459,13;1;59;Casado/a;MASCULINO;0;45089,50;0;0,20;8;META4;1;0
956;62;1480,35;1480,35;2;60;Casado/a;FEMENINO;0;43174,38;2;0,24;0;JUBILADO PROVIN;0;0
957;104;74399,43;19299,95;2;61;Casado/a;MASCULINO;0;17230,31;26;1,29;1;CONVENIO;2;0
958;17;46214,59;28383,25;1;59;Soltero/a;FEMENINO;0;27373,16;0;0,32;0;META4;1;0
959;114;1375,52;1375,52;1;59;Viudo/a;FEMENINO;0;33105,77;0;0,00;0;META4;1;0
960;68;8255,07;5191,84;1;74;Viudo/a;FEMENINO;0;26486,94;0;0,12;0;JUBILADO PROVIN;1;0
961;114;4105,35;1736,42;1;60;Casado/a;FEMENINO;0;28982,05;5;0,18;0;META4;1;0
962;46;3935,70;1425,47;2;61;Casado/a;FEMENINO;0;86396,32;0;0,01;11;META4;1;0
963;114;142411,61;50311,18;2;59;Casado/a;MASCULINO;1;218267,25;0;0,28;3;META4;1;0
964;69;11202,49;1698,12;1;61;Casado/a;FEMENINO;0;39562,21;0;0,10;0;JUBILADO PROVIN;1;0
965;86;26324,27;8431,97;2;61;Soltero/a;MASCULINO;0;25822,27;5;0,69;14;META4;0;0
966;114;10054,73;5761,63;1;59;Soltero/a;FEMENINO;0;32634,82;0;0,06;0;JUBILADO PROVIN;1;0
967;107;58571,40;25694,40;1;59;Soltero/a;FEMENINO;0;35147,33;0;0,39;0;META4;1;0
968;67;3,85;3,85;2;58;Casado/a;FEMENINO;0;43349,54;31;0,11;0;JUBILADO PROVIN;1;0
969;30;59972,67;22560,34;1;54;Casado/a;FEMENINO;0;43575,73;4;0,49;17;META4;5;0
970;110;123767,90;31975,86;1;58;Casado/a;MASCULINO;0;82871,14;5;0,31;0;CONVENIO;1;0
971;114;53568,79;43437,19;2;59;Soltero/a;FEMENINO;0;75542,40;0;0,04;0;JUBILADO PROVIN;1;0
972;113;65200,39;20561,91;0;58;Soltero/a;MASCULINO;0;32978,17;0;0,60;0;JUBILADO PROVIN;1;0
973;62;3298,09;0,00;1;58;Soltero/a;FEMENINO;0;35163,57;5;0,02;0;META4;1;0
974;110;25015,55;6415,69;1;58;Divorciado/a;MASCULINO;0;64276,70;0;0,42;4;CONVENIO;0;0
975;115;8563,07;8563,07;1;57;Soltero/a;MASCULINO;0;70267,98;0;0,00;0;META4;0;0
976;90;93042,27;54447,34;1;71;Casado/a;FEMENINO;0;43293,86;19;0,55;0;JUBILADO PROVIN;1;0
977;81;44125,57;12046,66;1;58;Divorciado/a;MASCULINO;0;29000,61;0;0,21;0;JUBILADO NACION;1;0
978;57;11853,47;9646,34;2;59;Soltero/a;MASCULINO;0;59644,91;0;0,40;0;CONVENIO;1;0
979;69;8744,24;2435,14;1;61;Soltero/a;FEMENINO;0;8326,32;84;0,31;11;JUBILADO NACION;5;1
980;46;12655,17;2632,53;1;75;Soltero/a;FEMENINO;0;19213,87;0;0,39;5;JUBILADO PROVIN;1;0
981;51;15721,51;12083,56;1;59;Casado/a;MASCULINO;0;49466,10;0;0,03;0;META4;1;0
982;113;13044,71;2273,45;1;58;Soltero/a;FEMENINO;0;33682,28;0;0,16;0;JUBILADO PROVIN;0;0
983;114;3555,45;3237,47;1;58;Soltero/a;MASCULINO;0;27011,25;0;0,01;0;CONVENIO;1;0
984;63;31559,46;9954,51;2;58;Casado/a;MASCULINO;0;37496,29;0;0,26;0;JUBILADO PROVIN;0;0
985;64;9326,13;3103,38;1;59;Casado/a;FEMENINO;0;8326,32;0;0,14;25;JUBILADO NACION;5;1
986;28;235340,15;21088,09;1;59;Soltero/a;MASCULINO;0;52548,16;15;0,12;14;META4;5;1
987;114;0,00;0,00;1;58;Casado/a;MASCULINO;0;27597,04;21;0,00;0;JUBILADO PROVIN;1;0
988;104;27967,00;6670,79;2;58;Casado/a;FEMENINO;0;45176,50;0;0,13;0;META4;1;0
989;87;7691,81;4022,15;1;57;Casado/a;FEMENINO;0;5882,25;69;0,39;3;JUBILADO NACION;3;1
990;104;69860,83;17021,04;1;58;Casado/a;FEMENINO;0;40236,15;0;0,51;0;META4;1;0
991;114;56804,85;35792,27;1;58;Casado/a;FEMENINO;0;64925,13;0;0,24;0;CONVENIO;1;0
992;23;12776,79;2032,00;1;59;Soltero/a;FEMENINO;0;26889,45;0;0,06;0;META4;1;0
993;104;42419,04;3567,84;2;59;Soltero/a;FEMENINO;0;44138,32;0;0,26;0;JUBILADO PROVIN;1;0
994;110;10822,95;5480,88;1;58;Viudo/a;FEMENINO;1;27604,00;0;0,25;0;JUBILADO PROVIN;0;0
995;28;10266,06;4424,88;1;58;Soltero/a;MASCULINO;0;10708,92;22;0,70;0;JUBILADO NACION;0;0
996;113;56490,05;13923,71;1;59;Casado/a;FEMENINO;0;37279,37;3;0,22;1;META4;2;0
997;98;7841,26;5716,04;2;58;Divorciado/a;MASCULINO;0;56243,85;0;0,08;0;META4;1;0
998;17;11808,84;6736,93;1;61;Divorciado/a;FEMENINO;0;24811,93;0;0,37;0;META4;0;0
999;104;103483,66;48229,49;1;59;Casado/a;FEMENINO;0;31115,25;29;0,58;0;META4;1;0
1000;114;18683,04;9528,06;2;56;Soltero/a;FEMENINO;0;90739,27;0;0,40;0;JUBILADO PROVIN;1;0
1001;39;55681,03;14534,83;2;58;Divorciado/a;MASCULINO;0;45991,97;3;0,55;5;META4;1;0
1002;57;2071,41;1842,06;1;58;Soltero/a;MASCULINO;0;6802,11;0;0,17;0;JUBILADO NACION;0;0
1003;63;5651,74;4244,38;1;76;Divorciado/a;MASCULINO;0;29095,73;0;0,02;0;JUBILADO PROVIN;0;0
1004;114;7127,58;1721,32;1;58;Casado/a;MASCULINO;0;46806,27;0;0,15;1;META4;1;0
1005;55;8734,91;1156,90;1;58;Soltero/a;MASCULINO;0;29761,55;0;0,05;0;JUBILADO PROVIN;1;0
1006;104;6801,94;3874,77;1;58;Casado/a;MASCULINO;0;25209,80;0;0,27;0;META4;1;0
1007;75;11296,19;3579,70;1;58;Casado/a;FEMENINO;0;8325,16;0;0,18;0;JUBILADO NACION;0;0
1008;114;17540,85;4789,51;1;58;Soltero/a;FEMENINO;0;37547,33;0;0,45;0;CONVENIO;1;0
1009;74;70682,50;29140,20;1;60;Soltero/a;FEMENINO;0;58455,93;0;0,40;3;META4;3;0
1010;67;5100,77;2017,33;1;58;Casado/a;MASCULINO;0;29156,05;1;0,06;0;CONVENIO;0;0
1011;74;13269,91;1717,34;1;69;Soltero/a;FEMENINO;0;27180,60;0;0,27;0;JUBILADO PROVIN;0;0
1012;9;2883,37;867,25;1;69;Viudo/a;FEMENINO;1;68467,70;0;0,01;0;JUBILADO PROVIN;0;0
1013;68;7320,68;3471,42;1;58;Viudo/a;FEMENINO;0;108626,13;21;0,05;13;JUBILADO PROVIN;1;0
1014;64;22750,53;10790,50;2;58;Soltero/a;FEMENINO;0;42781,15;0;0,28;4;JUBILADO PROVIN;2;0
1015;64;3246,39;1600,03;1;68;Viudo/a;FEMENINO;0;24624,01;0;0,05;0;JUBILADO NACION;0;0
1016;51;8663,99;3906,85;1;61;Soltero/a;FEMENINO;0;5411,30;4;0,32;0;JUBILADO NACION;0;0
1017;53;115156,19;21948,08;1;68;Divorciado/a;FEMENINO;0;37362,89;28;0,22;0;JUBILADO PROVIN;0;0
1018;46;13155,81;11283,41;1;58;Soltero/a;MASCULINO;0;33855,12;3;0,31;0;META4;1;1
1019;113;8517,58;5318,14;1;57;Divorciado/a;FEMENINO;0;45778,53;0;0,07;0;JUBILADO PROVIN;0;0
1020;114;78901,32;43993,06;2;57;Casado/a;MASCULINO;0;57333,07;8;0,64;0;EMPLEADO BPC;1;0
1021;60;59832,38;19409,13;1;58;Casado/a;MASCULINO;0;49923,13;0;0,27;0;JUBILADO PROVIN;0;1
1022;61;11248,58;4413,13;1;59;Soltero/a;FEMENINO;0;8472,48;0;0,27;12;JUBILADO NACION;0;1
1023;113;27533,89;8712,68;2;58;Casado/a;FEMENINO;0;36284,11;0;0,11;0;META4;0;0
1024;114;38456,08;18781,85;2;58;Casado/a;FEMENINO;0;49529,90;0;0,56;0;META4;0;0
1025;28;0,00;0,00;1;58;Casado/a;MASCULINO;0;96937,04;0;0,22;0;META4;1;0
1026;113;2595,49;2595,49;1;59;Soltero/a;MASCULINO;0;48128,64;0;0,00;0;META4;0;0
1027;111;1328,02;1328,02;1;58;Casado/a;FEMENINO;0;45829,57;7;0,00;0;JUBILADO PROVIN;1;0
1028;114;63292,39;6907,51;1;57;Soltero/a;MASCULINO;0;30456,38;4;0,19;0;META4;1;0
1029;15;6378,99;2220,01;1;57;Soltero/a;FEMENINO;0;20994,44;0;0,09;0;META4;1;0
1030;104;47000,73;11599,63;1;57;Soltero/a;FEMENINO;0;31540,96;0;0,13;0;CONVENIO;0;0
1031;104;17565,50;5490,20;1;69;Soltero/a;FEMENINO;0;22195,02;16;0,24;5;JUBILADO PROVIN;2;0
1032;101;13701,66;3786,13;1;57;Soltero/a;FEMENINO;0;16751,24;0;0,42;11;CONVENIO;0;0
